feature_1,feature_2,correlation,correlation_i
user_he_sum_answered_correctly,user_count_prior_question_elapsed_time,0.978979810740042,0.978979810740042
user_count_answered_correctly,user_he_sum_answered_correctly,0.978979810740042,0.978979810740042
user_mean_answered_correctly,user_ema_answered_correctly,0.9786977386207528,0.9786977386207528
user_sum_answered_correctly,user_he_count_answered_correctly,0.9776761821125675,0.9776761821125675
user_sum_answered_correctly,user_he_count_prior_question_elapsed_time,0.9776761821125675,0.9776761821125675
content_user_count_user_id,content_user_he_count_user_id,0.9715305213124767,0.9715305213124767
content_he_count_answered_correctly,content_user_count_user_id,0.9715305213124767,0.9715305213124767
content_count_answered_correctly,content_he_count_answered_correctly,0.9715305213124767,0.9715305213124767
content_count_answered_correctly,content_user_he_count_user_id,0.9715305213124767,0.9715305213124767
content_he_part_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.9666189186911976,0.9666189186911976
content_sum_answered_correctly,content_he_sum_answered_correctly,0.9622359379593417,0.9622359379593417
user_sum_prior_question_elapsed_time,user_count_prior_question_elapsed_time,0.9606470113628983,0.9606470113628983
user_count_answered_correctly,user_sum_prior_question_elapsed_time,0.9606470113628983,0.9606470113628983
user_he_sum_prior_question_elapsed_time,user_he_count_prior_question_elapsed_time,0.960383359131491,0.960383359131491
user_he_count_answered_correctly,user_he_sum_prior_question_elapsed_time,0.960383359131491,0.960383359131491
user_sum_answered_correctly,user_sum_prior_question_elapsed_time,0.9537192627025803,0.9537192627025803
user_he_sum_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9533541833917525,0.9533541833917525
user_he_mean_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.9501054510648754,0.9501054510648754
user_count_prior_question_elapsed_time,user_he_sum_prior_question_elapsed_time,0.9499137822465951,0.9499137822465951
user_count_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9499137822465951,0.9499137822465951
user_sum_prior_question_elapsed_time,user_he_count_prior_question_elapsed_time,0.947311699644797,0.947311699644797
user_he_count_answered_correctly,user_sum_prior_question_elapsed_time,0.947311699644797,0.947311699644797
user_mean_prior_question_elapsed_time,user_ema_prior_question_elapsed_time,0.9456214070267589,0.9456214070267589
rel_user_he_mean_answ,rel_user_he_ema_answ,0.9437263193190585,0.9437263193190585
content_part_mean_answered_correctly,content_cl_mean_answered_correctly,0.9423294192364768,0.9423294192364768
user_sum_answered_correctly,user_he_sum_prior_question_elapsed_time,0.94230882436454,0.94230882436454
user_he_sum_answered_correctly,user_sum_prior_question_elapsed_time,0.9410477777030464,0.9410477777030464
rel_user_content_ema_answ,rel_user_content_he_ema_answ,0.9349811547431338,0.9349811547431338
user_ema_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.9329846710223425,0.9329846710223425
rel_user_he_mean_pqet,rel_user_he_ema_pqet,0.92736826192887,0.92736826192887
trend_user_mean_pqet,trend_user_he_mean_pqet,0.9260588270398805,0.9260588270398805
prior_question_had_explanation,lag_expl_and_part_bool,0.9259960384925341,0.9259960384925341
rel_user_content_he_mean_answ,rel_user_content_ema_answ,0.9257490063491012,0.9257490063491012
rel_user_content_mean_answ,rel_user_content_he_mean_answ,0.9255230061635374,0.9255230061635374
mul_user_content_ema_answ,mul_user_content_he_ema_answ,0.923949799925506,0.923949799925506
mul_user_content_ema_answ,mul_user_content_he_mean_answ,0.9193027864488729,0.9193027864488729
rel_user_content_mean_answ,rel_user_content_he_ema_answ,0.9167814936397055,0.9167814936397055
lect_user_part,lect_user_kmean_cluster,0.9153146864449071,0.9153146864449071
content_he_part_count_answered_correctly,content_he_cl_sum_answered_correctly,0.9124914827583134,0.9124914827583134
content_he_cl_sum_answered_correctly,content_user_he_part_count_user_id,0.9124914827583134,0.9124914827583134
content_user_he_part_count_user_id,content_user_he_cl_count_user_id,0.9074610036352336,0.9074610036352336
content_he_part_count_answered_correctly,content_he_cl_count_answered_correctly,0.9074610036352336,0.9074610036352336
content_he_part_count_answered_correctly,content_user_he_cl_count_user_id,0.9074610036352336,0.9074610036352336
content_he_cl_count_answered_correctly,content_user_he_part_count_user_id,0.9074610036352336,0.9074610036352336
rel_content_he_part_mean_answ,rel_content_cl_mean_answ,0.9020200804790158,0.9020200804790158
user_mean_prior_question_elapsed_time,user_he_mean_prior_question_elapsed_time,0.9012315092103217,0.9012315092103217
rel_content_part_mean_answ,rel_content_he_part_mean_answ,0.9003456612729792,0.9003456612729792
content_mean_answered_correctly,rel_content_part_mean_answ,0.8996480161906332,-0.8996480161906332
content_mean_answered_correctly,rel_content_cl_mean_answ,0.8995108559509273,-0.8995108559509273
content_he_part_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.8984026822678675,0.8984026822678675
mul_user_content_mean_answ,mul_user_content_he_mean_answ,0.8982932714197345,0.8982932714197345
user_ema_answered_correctly,user_he_ema_answered_correctly,0.8934242240810935,0.8934242240810935
mul_user_content_mean_answ,mul_user_content_he_ema_answ,0.8917636418062189,0.8917636418062189
content_he_part_sum_answered_correctly,content_he_cl_count_answered_correctly,0.8908905370888871,0.8908905370888871
content_he_part_sum_answered_correctly,content_user_he_cl_count_user_id,0.8908905370888871,0.8908905370888871
rel_content_cl_mean_answ,rel_content_he_cl_mean_answ,0.8904826734552861,0.8904826734552861
user_ema_prior_question_elapsed_time,user_he_mean_prior_question_elapsed_time,0.885903704715354,0.885903704715354
lag_answ_corr,lag_answ_and_part_bool,0.8855201521851376,0.8855201521851376
abs_chng_timestamp,rel_ema_chng_timestamp,0.8840668155210798,0.8840668155210798
rel_content_part_mean_answ,rel_content_he_cl_mean_answ,0.8837652769407626,0.8837652769407626
user_ema_answered_correctly,user_he_mean_answered_correctly,0.8826634283173026,0.8826634283173026
rel_lect_part,rel_lect_clu,0.8821507724907311,0.8821507724907311
user_ucount_kmean_cluster,user_he_ucount_kmean_cluster,0.8809674037947746,0.8809674037947746
content_he_mean_answered_correctly,rel_content_cl_mean_answ,0.8794561848889807,-0.8794561848889807
content_he_mean_answered_correctly,rel_content_part_mean_answ,0.879304478699985,-0.879304478699985
content_user_part_count_user_id,content_user_cl_count_user_id,0.8674089072244212,0.8674089072244212
content_part_count_answered_correctly,content_cl_count_answered_correctly,0.8674089072244212,0.8674089072244212
content_part_count_answered_correctly,content_user_cl_count_user_id,0.8674089072244212,0.8674089072244212
content_cl_count_answered_correctly,content_user_part_count_user_id,0.8674089072244212,0.8674089072244212
content_sum_answered_correctly,content_count_answered_correctly,0.8670463017231188,0.8670463017231188
content_sum_answered_correctly,content_user_count_user_id,0.8670463017231188,0.8670463017231188
content_part_count_answered_correctly,content_cl_sum_answered_correctly,0.863888475049989,0.863888475049989
content_cl_sum_answered_correctly,content_user_part_count_user_id,0.863888475049989,0.863888475049989
content_sum_answered_correctly,content_he_count_answered_correctly,0.8628975914159891,0.8628975914159891
content_sum_answered_correctly,content_user_he_count_user_id,0.8628975914159891,0.8628975914159891
user_mean_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.8584335871023534,0.8584335871023534
user_mean_answered_correctly,user_he_mean_answered_correctly,0.8525840140145828,0.8525840140145828
content_part_sum_answered_correctly,content_cl_count_answered_correctly,0.8519933245526509,0.8519933245526509
content_part_sum_answered_correctly,content_user_cl_count_user_id,0.8519933245526509,0.8519933245526509
content_part_sum_answered_correctly,content_cl_sum_answered_correctly,0.8498260779246929,0.8498260779246929
content_he_sum_answered_correctly,content_he_count_answered_correctly,0.8486876411956498,0.8486876411956498
content_he_sum_answered_correctly,content_user_he_count_user_id,0.8486876411956498,0.8486876411956498
user_he_ucount_part,user_he_ucount_kmean_cluster,0.847023809208551,0.847023809208551
user_mean_answered_correctly,user_he_ema_answered_correctly,0.8378616135201713,0.8378616135201713
lag_expl_and_part_bool_not_corr,lag_expl_and_clu_bool_not_corr,0.8364511344635389,0.8364511344635389
content_mean_answered_correctly,rel_content_he_part_mean_answ,0.8130738717741309,-0.8130738717741309
user_he_ema_answered_correctly,mul_user_content_he_ema_answ,0.8042778327645267,0.8042778327645267
lect_user,user_count_answered_correctly,0.8003749984266373,0.8003749984266373
lect_user,user_count_prior_question_elapsed_time,0.8003749984266373,0.8003749984266373
user_ucount_part,user_ucount_kmean_cluster,0.7999789871327913,0.7999789871327913
content_mean_answered_correctly,rel_content_he_cl_mean_answ,0.7988320444946592,-0.7988320444946592
content_he_sum_answered_correctly,content_user_count_user_id,0.7939623307503624,0.7939623307503624
content_count_answered_correctly,content_he_sum_answered_correctly,0.7939623307503624,0.7939623307503624
lect_user,user_he_count_answered_correctly,0.7933842679530184,0.7933842679530184
lect_user,user_he_count_prior_question_elapsed_time,0.7933842679530184,0.7933842679530184
prior_question_had_explanation,content_he_part_sum_answered_correctly,0.7906955446589116,0.7906955446589116
user_he_mean_answered_correctly,mul_user_content_he_mean_answ,0.7897429656451137,0.7897429656451137
user_he_ema_answered_correctly,mul_user_content_he_mean_answ,0.7893650560010124,0.7893650560010124
lect_user,user_sum_prior_question_elapsed_time,0.7857456640826301,0.7857456640826301
prior_question_had_explanation,content_he_cl_mean_answered_correctly,0.7854735554546315,0.7854735554546315
prior_question_had_explanation,content_he_part_mean_answered_correctly,0.7850455163704565,0.7850455163704565
user_he_mean_answered_correctly,mul_user_content_he_ema_answ,0.780689165744471,0.780689165744471
lect_user,user_he_sum_prior_question_elapsed_time,0.7794136826819913,0.7794136826819913
user_ema_answered_correctly,mul_user_content_ema_answ,0.7742826403008968,0.7742826403008968
lag_answ_and_part_bool,lag_answ_and_clu_bool,0.7716161931142178,0.7716161931142178
lect_user,user_sum_answered_correctly,0.7686254442242325,0.7686254442242325
lect_user_part,lect_user,0.7677709359221866,0.7677709359221866
user_ema_answered_correctly,mul_user_content_mean_answ,0.7642073835355774,0.7642073835355774
lect_user,user_he_sum_answered_correctly,0.7620141190915966,0.7620141190915966
content_he_mean_answered_correctly,rel_content_he_part_mean_answ,0.7612013540882252,-0.7612013540882252
content_cl_sum_answered_correctly,content_he_cl_count_answered_correctly,0.759616304352654,0.759616304352654
content_cl_sum_answered_correctly,content_user_he_cl_count_user_id,0.759616304352654,0.759616304352654
content_user_cl_count_user_id,content_user_he_cl_count_user_id,0.7590913500606122,0.7590913500606122
content_he_cl_count_answered_correctly,content_user_cl_count_user_id,0.7590913500606122,0.7590913500606122
content_cl_count_answered_correctly,content_he_cl_count_answered_correctly,0.7590913500606122,0.7590913500606122
content_cl_count_answered_correctly,content_user_he_cl_count_user_id,0.7590913500606122,0.7590913500606122
content_part_mean_answered_correctly,content_cl_count_answered_correctly,0.7587188292966122,-0.7587188292966122
content_part_mean_answered_correctly,content_user_cl_count_user_id,0.7587188292966122,-0.7587188292966122
content_part_mean_answered_correctly,content_part_count_answered_correctly,0.7564129736498043,-0.7564129736498043
content_part_mean_answered_correctly,content_user_part_count_user_id,0.7564129736498043,-0.7564129736498043
prior_question_had_explanation,content_he_part_count_answered_correctly,0.7549584607873966,0.7549584607873966
prior_question_had_explanation,content_user_he_part_count_user_id,0.7549584607873966,0.7549584607873966
user_mean_answered_correctly,mul_user_content_mean_answ,0.7499737028846668,0.7499737028846668
content_he_mean_answered_correctly,mul_user_content_he_mean_answ,0.746807385060456,0.746807385060456
content_he_mean_answered_correctly,rel_content_he_cl_mean_answ,0.7465322232554312,-0.7465322232554312
lag_expl_and_part_bool,content_he_part_sum_answered_correctly,0.7455667222105414,0.7455667222105414
content_part_mean_answered_correctly,content_cl_sum_answered_correctly,0.7439371804475031,-0.7439371804475031
content_he_mean_answered_correctly,mul_user_content_he_ema_answ,0.7433002723645026,0.7433002723645026
content_he_mean_answered_correctly,mul_user_content_ema_answ,0.7427282335533403,0.7427282335533403
content_cl_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.7422885680953194,0.7422885680953194
kmean_cluster,content_cl_sum_answered_correctly,0.7415968692860135,-0.7415968692860135
content_he_cl_sum_answered_correctly,content_user_cl_count_user_id,0.7409988192232198,0.7409988192232198
content_cl_count_answered_correctly,content_he_cl_sum_answered_correctly,0.7409988192232198,0.7409988192232198
trend_user_mean_answ,trend_user_he_mean_answ,0.7397032811252187,0.7397032811252187
content_he_mean_answered_correctly,mul_user_content_mean_answ,0.7366366398924084,0.7366366398924084
content_mean_answered_correctly,mul_user_content_ema_answ,0.7335169816091907,0.7335169816091907
user_mean_answered_correctly,mul_user_content_ema_answ,0.7317395032029759,0.7317395032029759
kmean_cluster,content_cl_count_answered_correctly,0.7313922399140045,-0.7313922399140045
kmean_cluster,content_user_cl_count_user_id,0.7313922399140045,-0.7313922399140045
content_mean_answered_correctly,mul_user_content_mean_answ,0.728747403094454,0.728747403094454
user_he_ema_answered_correctly,mul_user_content_ema_answ,0.7245951021935616,0.7245951021935616
lag_expl_and_part_bool,content_he_cl_mean_answered_correctly,0.7194753498237224,0.7194753498237224
lag_expl_and_part_bool,content_he_part_mean_answered_correctly,0.7187514789631569,0.7187514789631569
content_mean_answered_correctly,mul_user_content_he_mean_answ,0.7181799274076038,0.7181799274076038
content_mean_answered_correctly,mul_user_content_he_ema_answ,0.7147767938095886,0.7147767938095886
content_part_mean_answered_correctly,content_part_sum_answered_correctly,0.714379391291855,-0.714379391291855
lag_expl_and_part_bool,content_he_part_count_answered_correctly,0.7135432481985539,0.7135432481985539
lag_expl_and_part_bool,content_user_he_part_count_user_id,0.7135432481985539,0.7135432481985539
user_he_mean_answered_correctly,mul_user_content_ema_answ,0.7055733482453306,0.7055733482453306
lag_expl_and_part_bool,lag_expl_and_clu_bool,0.7047907438372761,0.7047907438372761
rel_content_he_cl_mean_answ,rel_user_content_mean_answ,0.703899635371665,0.703899635371665
rel_content_he_part_mean_answ,rel_user_content_mean_answ,0.7035143163462787,0.7035143163462787
part,content_part_mean_answered_correctly,0.6976460776067065,-0.6976460776067065
content_part_sum_answered_correctly,content_he_part_count_answered_correctly,0.68944016202775,0.68944016202775
content_part_sum_answered_correctly,content_user_he_part_count_user_id,0.68944016202775,0.68944016202775
user_he_ema_answered_correctly,mul_user_content_mean_answ,0.6892141408236541,0.6892141408236541
rel_content_he_cl_mean_answ,rel_user_content_ema_answ,0.6875665382360056,0.6875665382360056
rel_content_he_part_mean_answ,rel_user_content_ema_answ,0.686209835805096,0.686209835805096
user_he_mean_answered_correctly,mul_user_content_mean_answ,0.6861626508119577,0.6861626508119577
user_ema_answered_correctly,mul_user_content_he_ema_answ,0.6861571237694504,0.6861571237694504
rel_content_cl_mean_answ,rel_user_content_mean_answ,0.685683140494523,0.685683140494523
lag_answ_corr,lag_answ_and_clu_bool,0.6833184810892944,0.6833184810892944
rel_content_part_mean_answ,rel_user_content_mean_answ,0.6832434498351697,0.6832434498351697
content_user_part_count_user_id,content_user_he_part_count_user_id,0.6830219506609461,0.6830219506609461
content_part_count_answered_correctly,content_he_part_count_answered_correctly,0.6830219506609461,0.6830219506609461
content_part_count_answered_correctly,content_user_he_part_count_user_id,0.6830219506609461,0.6830219506609461
content_he_part_count_answered_correctly,content_user_part_count_user_id,0.6830219506609461,0.6830219506609461
part,content_cl_mean_answered_correctly,0.6804824181030499,-0.6804824181030499
lag_expl_and_clu_bool,content_he_cl_sum_answered_correctly,0.6779746028856257,0.6779746028856257
user_ema_answered_correctly,mul_user_content_he_mean_answ,0.6768350543087881,0.6768350543087881
content_part_count_answered_correctly,content_cl_mean_answered_correctly,0.6762030559035387,-0.6762030559035387
content_cl_mean_answered_correctly,content_user_part_count_user_id,0.6762030559035387,-0.6762030559035387
content_user_part_count_user_id,content_user_he_cl_count_user_id,0.6759138383608183,0.6759138383608183
content_part_count_answered_correctly,content_he_cl_count_answered_correctly,0.6759138383608183,0.6759138383608183
content_part_count_answered_correctly,content_user_he_cl_count_user_id,0.6759138383608183,0.6759138383608183
content_he_cl_count_answered_correctly,content_user_part_count_user_id,0.6759138383608183,0.6759138383608183
lect_user_kmean_cluster,lect_user,0.6752444482387,0.6752444482387
content_part_sum_answered_correctly,content_he_cl_count_answered_correctly,0.6683582681937785,0.6683582681937785
content_part_sum_answered_correctly,content_user_he_cl_count_user_id,0.6683582681937785,0.6683582681937785
lag_expl_and_clu_bool,content_he_cl_count_answered_correctly,0.6674873699621062,0.6674873699621062
lag_expl_and_clu_bool,content_user_he_cl_count_user_id,0.6674873699621062,0.6674873699621062
user_ucount_part,user_he_ucount_part,0.6668837080357293,0.6668837080357293
content_cl_mean_answered_correctly,content_cl_count_answered_correctly,0.6646930895504976,-0.6646930895504976
content_cl_mean_answered_correctly,content_user_cl_count_user_id,0.6646930895504976,-0.6646930895504976
user_ucount_kmean_cluster,user_he_ucount_part,0.6639422336406748,0.6639422336406748
content_part_count_answered_correctly,content_he_cl_sum_answered_correctly,0.660506003911594,0.660506003911594
content_he_cl_sum_answered_correctly,content_user_part_count_user_id,0.660506003911594,0.660506003911594
content_part_sum_answered_correctly,content_he_part_sum_answered_correctly,0.6599127497457496,0.6599127497457496
content_part_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.654747309976879,0.654747309976879
prior_question_had_explanation,lag_expl_and_clu_bool,0.6526846323508577,0.6526846323508577
rel_content_cl_mean_answ,rel_user_content_ema_answ,0.6503498395994889,0.6503498395994889
rel_content_part_mean_answ,mul_user_content_mean_answ,0.6499918213144792,-0.6499918213144792
content_part_count_answered_correctly,content_he_part_sum_answered_correctly,0.6495220821853188,0.6495220821853188
content_he_part_sum_answered_correctly,content_user_part_count_user_id,0.6495220821853188,0.6495220821853188
rel_content_part_mean_answ,mul_user_content_ema_answ,0.6495002854380538,-0.6495002854380538
rel_content_cl_mean_answ,mul_user_content_mean_answ,0.6480173586483287,-0.6480173586483287
rel_content_part_mean_answ,rel_user_content_ema_answ,0.6477286007236254,0.6477286007236254
rel_content_cl_mean_answ,mul_user_content_ema_answ,0.6475154898088075,-0.6475154898088075
content_cl_mean_answered_correctly,content_cl_sum_answered_correctly,0.6464702657499521,-0.6464702657499521
rel_content_cl_mean_answ,rel_user_content_he_mean_answ,0.6427567802705328,0.6427567802705328
rel_content_part_mean_answ,rel_user_content_he_mean_answ,0.6395932012077163,0.6395932012077163
content_mean_answered_correctly,rel_user_content_mean_answ,0.6389342537103047,-0.6389342537103047
content_part_sum_answered_correctly,content_cl_mean_answered_correctly,0.6346153408161482,-0.6346153408161482
rel_content_part_mean_answ,mul_user_content_he_mean_answ,0.6285160497620709,-0.6285160497620709
rel_content_he_cl_mean_answ,rel_user_content_he_mean_answ,0.627061059531078,0.627061059531078
rel_content_cl_mean_answ,mul_user_content_he_mean_answ,0.6269448250869996,-0.6269448250869996
rel_content_he_part_mean_answ,rel_user_content_he_mean_answ,0.6261974625849919,0.6261974625849919
lag_answ_corr,lag_expl_and_part_bool_not_corr,0.6250817034150676,-0.6250817034150676
user_mean_answered_correctly,mul_user_content_he_mean_answ,0.6236359546974494,0.6236359546974494
rel_content_part_mean_answ,mul_user_content_he_ema_answ,0.6231055831846066,-0.6231055831846066
prior_question_had_explanation,content_he_cl_sum_answered_correctly,0.6227205986052048,0.6227205986052048
rel_content_cl_mean_answ,mul_user_content_he_ema_answ,0.6214966824087507,-0.6214966824087507
lag_clu_bool,lag_expl_and_clu_bool,0.6214951382683636,0.6214951382683636
content_cl_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.6205241124472021,0.6205241124472021
user_mean_answered_correctly,mul_user_content_he_ema_answ,0.6177523623498054,0.6177523623498054
rel_content_cl_mean_answ,rel_user_content_he_ema_answ,0.615461796899979,0.615461796899979
rel_content_he_cl_mean_answ,rel_user_content_he_ema_answ,0.6144547810730873,0.6144547810730873
user_ucount_part,user_he_ucount_kmean_cluster,0.6138201551234654,0.6138201551234654
rel_content_he_part_mean_answ,rel_user_content_he_ema_answ,0.6131617341563896,0.6131617341563896
lag_expl_and_clu_bool,content_he_part_sum_answered_correctly,0.6129373489808253,0.6129373489808253
rel_content_part_mean_answ,rel_user_content_he_ema_answ,0.6122751392185102,0.6122751392185102
lag_expl_and_clu_bool,content_he_part_count_answered_correctly,0.6093077732730671,0.6093077732730671
lag_expl_and_clu_bool,content_user_he_part_count_user_id,0.6093077732730671,0.6093077732730671
content_he_mean_answered_correctly,rel_user_content_mean_answ,0.607534993829154,-0.607534993829154
content_he_cl_mean_answered_correctly,content_user_count_user_id,0.6063433989471145,-0.6063433989471145
content_count_answered_correctly,content_he_cl_mean_answered_correctly,0.6063433989471145,-0.6063433989471145
content_mean_answered_correctly,rel_user_content_ema_answ,0.6037116913126901,-0.6037116913126901
prior_question_had_explanation,content_he_cl_count_answered_correctly,0.597851028682559,0.597851028682559
prior_question_had_explanation,content_user_he_cl_count_user_id,0.597851028682559,0.597851028682559
prior_question_had_explanation,content_count_answered_correctly,0.5970129112474875,-0.5970129112474875
prior_question_had_explanation,content_user_count_user_id,0.5970129112474875,-0.5970129112474875
lect_user_part,user_count_answered_correctly,0.5970036272385034,0.5970036272385034
lect_user_part,user_count_prior_question_elapsed_time,0.5970036272385034,0.5970036272385034
lect_user_part,user_he_count_answered_correctly,0.5969419531903564,0.5969419531903564
lect_user_part,user_he_count_prior_question_elapsed_time,0.5969419531903564,0.5969419531903564
content_cl_mean_answered_correctly,content_he_part_mean_answered_correctly,0.5965979053958926,0.5965979053958926
content_mean_answered_correctly,rel_user_content_he_mean_answ,0.5964181801024637,-0.5964181801024637
content_he_mean_answered_correctly,rel_user_content_he_mean_answ,0.5954797460393572,-0.5954797460393572
content_he_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.5921355499875095,0.5921355499875095
lag_expl_and_part_bool,content_he_cl_sum_answered_correctly,0.5906911307627467,0.5906911307627467
content_user_cl_count_user_id,content_user_he_part_count_user_id,0.5898414595160684,0.5898414595160684
content_he_part_count_answered_correctly,content_user_cl_count_user_id,0.5898414595160684,0.5898414595160684
content_cl_count_answered_correctly,content_he_part_count_answered_correctly,0.5898414595160684,0.5898414595160684
content_cl_count_answered_correctly,content_user_he_part_count_user_id,0.5898414595160684,0.5898414595160684
content_cl_sum_answered_correctly,content_he_part_count_answered_correctly,0.5897270191927482,0.5897270191927482
content_cl_sum_answered_correctly,content_user_he_part_count_user_id,0.5897270191927482,0.5897270191927482
content_part_mean_answered_correctly,content_he_part_mean_answered_correctly,0.5890695580469256,0.5890695580469256
content_he_part_mean_answered_correctly,content_user_count_user_id,0.5889093227696262,-0.5889093227696262
content_count_answered_correctly,content_he_part_mean_answered_correctly,0.5889093227696262,-0.5889093227696262
content_he_mean_answered_correctly,content_he_part_mean_answered_correctly,0.5824777889072055,0.5824777889072055
content_he_count_answered_correctly,content_he_cl_mean_answered_correctly,0.5811198574475791,-0.5811198574475791
content_he_cl_mean_answered_correctly,content_user_he_count_user_id,0.5811198574475791,-0.5811198574475791
prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.5806238379597405,0.5806238379597405
rel_chng_timestamp,trend_user_mean_pqet,0.5793561170433396,0.5793561170433396
content_user_count_user_id,rel_content_part_mean_answ,0.5785567088189488,0.5785567088189488
content_count_answered_correctly,rel_content_part_mean_answ,0.5785567088189488,0.5785567088189488
content_user_count_user_id,rel_content_cl_mean_answ,0.5720497215803307,0.5720497215803307
content_count_answered_correctly,rel_content_cl_mean_answ,0.5720497215803307,0.5720497215803307
lect_user_part,user_he_sum_prior_question_elapsed_time,0.5712388134548925,0.5712388134548925
user_mean_answered_correctly,rel_user_content_ema_answ,0.5709875685331034,0.5709875685331034
lect_user_part,user_sum_prior_question_elapsed_time,0.5709499981972358,0.5709499981972358
content_he_mean_answered_correctly,rel_user_content_ema_answ,0.5702391006349526,-0.5702391006349526
content_mean_answered_correctly,rel_user_content_he_ema_answ,0.5696703904824075,-0.5696703904824075
lag_expl_and_part_bool,content_he_cl_count_answered_correctly,0.5681390064545424,0.5681390064545424
lag_expl_and_part_bool,content_user_he_cl_count_user_id,0.5681390064545424,0.5681390064545424
lect_user_part,user_he_sum_answered_correctly,0.567981263405426,0.567981263405426
lect_user_part,user_sum_answered_correctly,0.5677026688378792,0.5677026688378792
rel_chng_timestamp,trend_user_he_mean_pqet,0.5670579162853776,0.5670579162853776
content_he_mean_answered_correctly,rel_user_content_he_ema_answ,0.5669255846435116,-0.5669255846435116
content_he_cl_mean_answered_correctly,mul_user_content_he_ema_answ,0.5652959530396832,0.5652959530396832
content_he_cl_mean_answered_correctly,mul_user_content_he_mean_answ,0.561111623810375,0.561111623810375
content_he_part_mean_answered_correctly,content_user_he_count_user_id,0.5610603138833876,-0.5610603138833876
content_he_count_answered_correctly,content_he_part_mean_answered_correctly,0.5610603138833876,-0.5610603138833876
content_mean_answered_correctly,content_count_answered_correctly,0.5575446820162043,-0.5575446820162043
content_mean_answered_correctly,content_user_count_user_id,0.5575446820162043,-0.5575446820162043
lag_expl_and_part_bool,content_count_answered_correctly,0.5560052537917758,-0.5560052537917758
