feature_1,feature_2,correlation,correlation_i
user_sum_answered_correctly,user_he_count_answered_correctly,0.9763983809443134,0.9763983809443134
user_sum_answered_correctly,user_he_count_prior_question_elapsed_time,0.9763983809443134,0.9763983809443134
user_he_mean_answered_correctly,user_he_ema_answered_correctly,0.9739978233052572,0.9739978233052572
user_mean_answered_correctly,user_ema_answered_correctly,0.9701561357367827,0.9701561357367827
content_user_count_user_id,content_user_he_count_user_id,0.9651179567807554,0.9651179567807554
content_he_count_answered_correctly,content_user_count_user_id,0.9651179567807554,0.9651179567807554
content_count_answered_correctly,content_he_count_answered_correctly,0.9651179567807554,0.9651179567807554
content_count_answered_correctly,content_user_he_count_user_id,0.9651179567807554,0.9651179567807554
content_sum_answered_correctly,content_he_sum_answered_correctly,0.9635668016712113,0.9635668016712113
user_sum_prior_question_elapsed_time,user_count_prior_question_elapsed_time,0.9607346417585259,0.9607346417585259
user_count_answered_correctly,user_sum_prior_question_elapsed_time,0.9607346417585259,0.9607346417585259
user_he_sum_prior_question_elapsed_time,user_he_count_prior_question_elapsed_time,0.9605575796433619,0.9605575796433619
user_he_count_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9605575796433619,0.9605575796433619
user_he_mean_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.9582830172918789,0.9582830172918789
content_he_part_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.9553097894652833,0.9553097894652833
user_mean_prior_question_elapsed_time,user_ema_prior_question_elapsed_time,0.9543832976728327,0.9543832976728327
user_sum_answered_correctly,user_sum_prior_question_elapsed_time,0.9537590577177785,0.9537590577177785
user_he_sum_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9534568265268006,0.9534568265268006
user_count_prior_question_elapsed_time,user_he_sum_prior_question_elapsed_time,0.9488422278115679,0.9488422278115679
user_count_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9488422278115679,0.9488422278115679
user_sum_prior_question_elapsed_time,user_he_count_prior_question_elapsed_time,0.9459290008179064,0.9459290008179064
user_he_count_answered_correctly,user_sum_prior_question_elapsed_time,0.9459290008179064,0.9459290008179064
user_sum_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9411664710402657,0.9411664710402657
user_he_sum_answered_correctly,user_sum_prior_question_elapsed_time,0.9395900004209684,0.9395900004209684
content_part_mean_answered_correctly,content_cl_mean_answered_correctly,0.9381269366350354,0.9381269366350354
rel_user_content_ema_answ,rel_user_content_he_ema_answ,0.9343989854619281,0.9343989854619281
user_ema_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.931515286099888,0.931515286099888
prior_question_had_explanation,lag_expl_and_part_bool,0.9294896726950393,0.9294896726950393
mul_user_content_ema_answ,mul_user_content_he_ema_answ,0.9247634252421111,0.9247634252421111
rel_user_content_he_mean_answ,rel_user_content_ema_answ,0.9227330234531942,0.9227330234531942
rel_content_he_part_mean_answ,rel_content_cl_mean_answ,0.922293385037376,0.922293385037376
rel_user_content_mean_answ,rel_user_content_he_mean_answ,0.9206596974321437,0.9206596974321437
rel_content_part_mean_answ,rel_content_he_part_mean_answ,0.9203760855617167,0.9203760855617167
mul_user_content_ema_answ,mul_user_content_he_mean_answ,0.9202627472150501,0.9202627472150501
lect_user_part,lect_user_kmean_cluster,0.9177491721517316,0.9177491721517316
rel_user_he_mean_pqet,rel_user_he_ema_pqet,0.9153831159712242,0.9153831159712242
rel_user_he_mean_answ,rel_user_he_ema_answ,0.9133151963872842,0.9133151963872842
rel_user_content_mean_answ,rel_user_content_he_ema_answ,0.9090230587903024,0.9090230587903024
rel_content_cl_mean_answ,rel_content_he_cl_mean_answ,0.9070695443283887,0.9070695443283887
content_he_part_count_answered_correctly,content_he_cl_sum_answered_correctly,0.9064319164580642,0.9064319164580642
content_he_cl_sum_answered_correctly,content_user_he_part_count_user_id,0.9064319164580642,0.9064319164580642
lag_answ_corr,lag_answ_and_part_bool,0.9061157468247483,0.9061157468247483
content_user_he_part_count_user_id,content_user_he_cl_count_user_id,0.9026767993127657,0.9026767993127657
content_he_part_count_answered_correctly,content_he_cl_count_answered_correctly,0.9026767993127657,0.9026767993127657
content_he_part_count_answered_correctly,content_user_he_cl_count_user_id,0.9026767993127657,0.9026767993127657
content_he_cl_count_answered_correctly,content_user_he_part_count_user_id,0.9026767993127657,0.9026767993127657
content_mean_answered_correctly,rel_content_part_mean_answ,0.8990409346243734,-0.8990409346243734
rel_content_part_mean_answ,rel_content_he_cl_mean_answ,0.8986470165453474,0.8986470165453474
content_mean_answered_correctly,rel_content_cl_mean_answ,0.8983189416916391,-0.8983189416916391
user_ema_prior_question_elapsed_time,user_he_mean_prior_question_elapsed_time,0.8971181100287307,0.8971181100287307
abs_chng_timestamp,rel_ema_chng_timestamp,0.8947421601013563,0.8947421601013563
user_mean_prior_question_elapsed_time,user_he_mean_prior_question_elapsed_time,0.8932055291345223,0.8932055291345223
content_he_part_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.8927645444016368,0.8927645444016368
mul_user_content_mean_answ,mul_user_content_he_mean_answ,0.8926129623950229,0.8926129623950229
user_ema_answered_correctly,user_he_ema_answered_correctly,0.8910461179916748,0.8910461179916748
content_he_part_sum_answered_correctly,content_he_cl_count_answered_correctly,0.8868865058976482,0.8868865058976482
content_he_part_sum_answered_correctly,content_user_he_cl_count_user_id,0.8868865058976482,0.8868865058976482
content_he_mean_answered_correctly,rel_content_part_mean_answ,0.8838371623975325,-0.8838371623975325
content_he_mean_answered_correctly,rel_content_cl_mean_answ,0.8832008579765064,-0.8832008579765064
rel_lect_part,rel_lect_clu,0.8828903052643569,0.8828903052643569
mul_user_content_mean_answ,mul_user_content_he_ema_answ,0.882405107969176,0.882405107969176
user_ema_answered_correctly,user_he_mean_answered_correctly,0.8788487014373336,0.8788487014373336
content_user_part_count_user_id,content_user_cl_count_user_id,0.8787513444131704,0.8787513444131704
content_part_count_answered_correctly,content_cl_count_answered_correctly,0.8787513444131704,0.8787513444131704
content_part_count_answered_correctly,content_user_cl_count_user_id,0.8787513444131704,0.8787513444131704
content_cl_count_answered_correctly,content_user_part_count_user_id,0.8787513444131704,0.8787513444131704
content_part_count_answered_correctly,content_cl_sum_answered_correctly,0.8765085032552397,0.8765085032552397
content_cl_sum_answered_correctly,content_user_part_count_user_id,0.8765085032552397,0.8765085032552397
trend_user_mean_pqet,trend_user_he_mean_pqet,0.8751082474689301,0.8751082474689301
user_ucount_kmean_cluster,user_he_ucount_kmean_cluster,0.8703865503973764,0.8703865503973764
content_sum_answered_correctly,content_count_answered_correctly,0.8681286764007051,0.8681286764007051
content_sum_answered_correctly,content_user_count_user_id,0.8681286764007051,0.8681286764007051
content_part_sum_answered_correctly,content_cl_count_answered_correctly,0.8641283822773498,0.8641283822773498
content_part_sum_answered_correctly,content_user_cl_count_user_id,0.8641283822773498,0.8641283822773498
content_part_sum_answered_correctly,content_cl_sum_answered_correctly,0.863320690591614,0.863320690591614
content_sum_answered_correctly,content_he_count_answered_correctly,0.8616370678888365,0.8616370678888365
content_sum_answered_correctly,content_user_he_count_user_id,0.8616370678888365,0.8616370678888365
user_mean_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.8594359066513514,0.8594359066513514
content_he_sum_answered_correctly,content_he_count_answered_correctly,0.8546560565594278,0.8546560565594278
content_he_sum_answered_correctly,content_user_he_count_user_id,0.8546560565594278,0.8546560565594278
content_cl_sum_answered_correctly,content_he_cl_count_answered_correctly,0.8516843115171087,0.8516843115171087
content_cl_sum_answered_correctly,content_user_he_cl_count_user_id,0.8516843115171087,0.8516843115171087
content_user_cl_count_user_id,content_user_he_cl_count_user_id,0.8513434675249487,0.8513434675249487
content_he_cl_count_answered_correctly,content_user_cl_count_user_id,0.8513434675249487,0.8513434675249487
content_cl_count_answered_correctly,content_he_cl_count_answered_correctly,0.8513434675249487,0.8513434675249487
content_cl_count_answered_correctly,content_user_he_cl_count_user_id,0.8513434675249487,0.8513434675249487
content_cl_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.8403449497207468,0.8403449497207468
content_he_cl_sum_answered_correctly,content_user_cl_count_user_id,0.8392567239056182,0.8392567239056182
content_cl_count_answered_correctly,content_he_cl_sum_answered_correctly,0.8392567239056182,0.8392567239056182
user_mean_answered_correctly,user_he_mean_answered_correctly,0.8381450323963584,0.8381450323963584
content_mean_answered_correctly,rel_content_he_part_mean_answ,0.83699982165844,-0.83699982165844
lag_expl_and_part_bool_not_corr,lag_expl_and_clu_bool_not_corr,0.8334030102079869,0.8334030102079869
user_he_ucount_part,user_he_ucount_kmean_cluster,0.8332487807326686,0.8332487807326686
user_mean_answered_correctly,user_he_ema_answered_correctly,0.8176801279501668,0.8176801279501668
content_mean_answered_correctly,rel_content_he_cl_mean_answ,0.8170065038697775,-0.8170065038697775
user_he_ema_answered_correctly,mul_user_content_he_ema_answ,0.8074648424472847,0.8074648424472847
content_part_sum_answered_correctly,content_he_part_count_answered_correctly,0.801205411567814,0.801205411567814
content_part_sum_answered_correctly,content_user_he_part_count_user_id,0.801205411567814,0.801205411567814
lect_user,user_count_answered_correctly,0.7998003956373334,0.7998003956373334
lect_user,user_count_prior_question_elapsed_time,0.7998003956373334,0.7998003956373334
content_he_sum_answered_correctly,content_user_count_user_id,0.7975709466661409,0.7975709466661409
content_count_answered_correctly,content_he_sum_answered_correctly,0.7975709466661409,0.7975709466661409
content_user_part_count_user_id,content_user_he_part_count_user_id,0.7967671182212146,0.7967671182212146
content_part_count_answered_correctly,content_he_part_count_answered_correctly,0.7967671182212146,0.7967671182212146
content_part_count_answered_correctly,content_user_he_part_count_user_id,0.7967671182212146,0.7967671182212146
content_he_part_count_answered_correctly,content_user_part_count_user_id,0.7967671182212146,0.7967671182212146
content_he_mean_answered_correctly,rel_content_he_part_mean_answ,0.793577459983685,-0.793577459983685
lect_user,user_he_count_answered_correctly,0.7923393489017844,0.7923393489017844
lect_user,user_he_count_prior_question_elapsed_time,0.7923393489017844,0.7923393489017844
user_he_mean_answered_correctly,mul_user_content_he_mean_answ,0.7917425357992871,0.7917425357992871
prior_question_had_explanation,content_he_cl_mean_answered_correctly,0.7874420288225799,0.7874420288225799
user_he_ema_answered_correctly,mul_user_content_he_mean_answ,0.7855932099543529,0.7855932099543529
lect_user,user_sum_prior_question_elapsed_time,0.785253042698477,0.785253042698477
content_part_sum_answered_correctly,content_he_part_sum_answered_correctly,0.7798475715352521,0.7798475715352521
content_part_mean_answered_correctly,content_cl_count_answered_correctly,0.7790288714632888,-0.7790288714632888
content_part_mean_answered_correctly,content_user_cl_count_user_id,0.7790288714632888,-0.7790288714632888
user_he_mean_answered_correctly,mul_user_content_he_ema_answ,0.7787418273904136,0.7787418273904136
lect_user,user_he_sum_prior_question_elapsed_time,0.7785567361891178,0.7785567361891178
prior_question_had_explanation,content_he_part_sum_answered_correctly,0.7778053004827855,0.7778053004827855
content_part_mean_answered_correctly,content_part_count_answered_correctly,0.7771230021835881,-0.7771230021835881
content_part_mean_answered_correctly,content_user_part_count_user_id,0.7771230021835881,-0.7771230021835881
lect_user_part,lect_user,0.7728955299323709,0.7728955299323709
content_he_mean_answered_correctly,rel_content_he_cl_mean_answ,0.7725661002643243,-0.7725661002643243
user_ucount_part,user_ucount_kmean_cluster,0.7722817702330835,0.7722817702330835
content_part_count_answered_correctly,content_he_part_sum_answered_correctly,0.771366488198211,0.771366488198211
content_he_part_sum_answered_correctly,content_user_part_count_user_id,0.771366488198211,0.771366488198211
lag_answ_and_part_bool,lag_answ_and_clu_bool,0.7711864722505012,0.7711864722505012
user_ema_answered_correctly,mul_user_content_ema_answ,0.7707979140072885,0.7707979140072885
lect_user,user_sum_answered_correctly,0.76842392818504,0.76842392818504
content_part_mean_answered_correctly,content_cl_sum_answered_correctly,0.7650897749217946,-0.7650897749217946
lect_user,user_he_sum_answered_correctly,0.7614499073327875,0.7614499073327875
content_user_part_count_user_id,content_user_he_cl_count_user_id,0.7610217694486588,0.7610217694486588
content_part_count_answered_correctly,content_he_cl_count_answered_correctly,0.7610217694486588,0.7610217694486588
content_part_count_answered_correctly,content_user_he_cl_count_user_id,0.7610217694486588,0.7610217694486588
content_he_cl_count_answered_correctly,content_user_part_count_user_id,0.7610217694486588,0.7610217694486588
user_ema_answered_correctly,mul_user_content_mean_answ,0.754819772287775,0.754819772287775
content_part_sum_answered_correctly,content_he_cl_count_answered_correctly,0.751540657672961,0.751540657672961
content_part_sum_answered_correctly,content_user_he_cl_count_user_id,0.751540657672961,0.751540657672961
prior_question_had_explanation,content_he_part_mean_answered_correctly,0.7515086725602387,0.7515086725602387
content_part_count_answered_correctly,content_he_cl_sum_answered_correctly,0.7506925142655695,0.7506925142655695
content_he_cl_sum_answered_correctly,content_user_part_count_user_id,0.7506925142655695,0.7506925142655695
prior_question_had_explanation,content_he_part_count_answered_correctly,0.7431785914711972,0.7431785914711972
prior_question_had_explanation,content_user_he_part_count_user_id,0.7431785914711972,0.7431785914711972
user_mean_answered_correctly,mul_user_content_mean_answ,0.7428784121916264,0.7428784121916264
content_part_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.7428624553038478,0.7428624553038478
lag_expl_and_part_bool,content_he_part_sum_answered_correctly,0.738126530840687,0.738126530840687
content_he_mean_answered_correctly,mul_user_content_ema_answ,0.7367318734991896,0.7367318734991896
content_part_mean_answered_correctly,content_part_sum_answered_correctly,0.7364714546417117,-0.7364714546417117
content_he_mean_answered_correctly,mul_user_content_he_mean_answ,0.7341888523225558,0.7341888523225558
rel_content_he_cl_mean_answ,rel_user_content_mean_answ,0.7326073114926641,0.7326073114926641
content_he_mean_answered_correctly,mul_user_content_mean_answ,0.7305585578508763,0.7305585578508763
kmean_cluster,content_cl_sum_answered_correctly,0.7292575896586232,-0.7292575896586232
content_mean_answered_correctly,mul_user_content_ema_answ,0.7283439612350749,0.7283439612350749
content_he_mean_answered_correctly,mul_user_content_he_ema_answ,0.7281238520183458,0.7281238520183458
content_id,content_sum_answered_correctly,0.7272594683273234,0.7272594683273234
content_mean_answered_correctly,mul_user_content_mean_answ,0.7238317703706663,0.7238317703706663
rel_content_he_part_mean_answ,rel_user_content_mean_answ,0.7221250662228673,0.7221250662228673
content_id,content_count_answered_correctly,0.7220519940804526,0.7220519940804526
content_id,content_user_count_user_id,0.7220519940804526,0.7220519940804526
lag_expl_and_part_bool,content_he_cl_mean_answered_correctly,0.7218600521940253,0.7218600521940253
kmean_cluster,content_cl_count_answered_correctly,0.7209869839069308,-0.7209869839069308
kmean_cluster,content_user_cl_count_user_id,0.7209869839069308,-0.7209869839069308
user_he_ema_answered_correctly,mul_user_content_ema_answ,0.7190953912953475,0.7190953912953475
user_mean_answered_correctly,mul_user_content_ema_answ,0.7190346796756695,0.7190346796756695
rel_content_he_cl_mean_answ,rel_user_content_ema_answ,0.7129540288815558,0.7129540288815558
content_id,content_he_count_answered_correctly,0.7111695048308323,0.7111695048308323
content_id,content_user_he_count_user_id,0.7111695048308323,0.7111695048308323
content_mean_answered_correctly,mul_user_content_he_mean_answ,0.7097419435488098,0.7097419435488098
lag_expl_and_part_bool,content_he_part_count_answered_correctly,0.7069938709486613,0.7069938709486613
lag_expl_and_part_bool,content_user_he_part_count_user_id,0.7069938709486613,0.7069938709486613
content_mean_answered_correctly,mul_user_content_he_ema_answ,0.7035876900663875,0.7035876900663875
rel_content_he_part_mean_answ,rel_user_content_ema_answ,0.701415104447305,0.701415104447305
content_cl_sum_answered_correctly,content_he_part_count_answered_correctly,0.7002290126011623,0.7002290126011623
content_cl_sum_answered_correctly,content_user_he_part_count_user_id,0.7002290126011623,0.7002290126011623
user_he_mean_answered_correctly,mul_user_content_ema_answ,0.6999836152282529,0.6999836152282529
rel_content_cl_mean_answ,rel_user_content_mean_answ,0.6999697691515605,0.6999697691515605
content_user_cl_count_user_id,content_user_he_part_count_user_id,0.6999326628882045,0.6999326628882045
content_he_part_count_answered_correctly,content_user_cl_count_user_id,0.6999326628882045,0.6999326628882045
content_cl_count_answered_correctly,content_he_part_count_answered_correctly,0.6999326628882045,0.6999326628882045
content_cl_count_answered_correctly,content_user_he_part_count_user_id,0.6999326628882045,0.6999326628882045
lag_answ_corr,lag_answ_and_clu_bool,0.6988248716608411,0.6988248716608411
rel_content_part_mean_answ,rel_user_content_mean_answ,0.6930912440445856,0.6930912440445856
user_ema_answered_correctly,mul_user_content_he_ema_answ,0.6897389467964965,0.6897389467964965
content_id,content_he_sum_answered_correctly,0.6880405169675616,0.6880405169675616
lag_expl_and_part_bool,content_he_part_mean_answered_correctly,0.6877316330114556,0.6877316330114556
lect_user_kmean_cluster,lect_user,0.6823268672255041,0.6823268672255041
trend_user_mean_answ,trend_user_he_mean_answ,0.6797312209546633,0.6797312209546633
lag_answ_corr,lag_expl_and_part_bool_not_corr,0.6795839205446284,-0.6795839205446284
user_ema_answered_correctly,mul_user_content_he_mean_answ,0.6784319728658327,0.6784319728658327
lag_expl_and_part_bool,lag_expl_and_clu_bool,0.6776419206928911,0.6776419206928911
lag_expl_and_clu_bool,content_he_cl_sum_answered_correctly,0.674985350962497,0.674985350962497
content_part_count_answered_correctly,content_cl_mean_answered_correctly,0.6726299362804703,-0.6726299362804703
content_cl_mean_answered_correctly,content_user_part_count_user_id,0.6726299362804703,-0.6726299362804703
user_he_mean_answered_correctly,mul_user_content_mean_answ,0.6723848685105964,0.6723848685105964
user_he_ema_answered_correctly,mul_user_content_mean_answ,0.6708686316334177,0.6708686316334177
content_cl_sum_answered_correctly,content_he_part_sum_answered_correctly,0.6692405052579073,0.6692405052579073
content_he_part_sum_answered_correctly,content_user_cl_count_user_id,0.6677084469454527,0.6677084469454527
content_cl_count_answered_correctly,content_he_part_sum_answered_correctly,0.6677084469454527,0.6677084469454527
lag_expl_and_clu_bool,content_he_cl_count_answered_correctly,0.6663559570005045,0.6663559570005045
lag_expl_and_clu_bool,content_user_he_cl_count_user_id,0.6663559570005045,0.6663559570005045
user_ucount_part,user_he_ucount_part,0.6650523726343793,0.6650523726343793
lag_clu_bool,lag_expl_and_clu_bool,0.6647152484773611,0.6647152484773611
content_cl_mean_answered_correctly,content_cl_count_answered_correctly,0.6645437807849633,-0.6645437807849633
content_cl_mean_answered_correctly,content_user_cl_count_user_id,0.6645437807849633,-0.6645437807849633
rel_content_cl_mean_answ,rel_user_content_ema_answ,0.6611412698441823,0.6611412698441823
part,content_cl_mean_answered_correctly,0.655918148213178,-0.655918148213178
rel_content_part_mean_answ,rel_user_content_ema_answ,0.6541112546902131,0.6541112546902131
rel_content_he_cl_mean_answ,rel_user_content_he_mean_answ,0.6539583501873428,0.6539583501873428
rel_content_cl_mean_answ,rel_user_content_he_mean_answ,0.6510297795949531,0.6510297795949531
content_mean_answered_correctly,rel_user_content_mean_answ,0.6498678316048665,-0.6498678316048665
rel_content_part_mean_answ,mul_user_content_mean_answ,0.6481668116104236,-0.6481668116104236
rel_content_part_mean_answ,mul_user_content_ema_answ,0.6470350142713616,-0.6470350142713616
content_cl_mean_answered_correctly,content_cl_sum_answered_correctly,0.6465527346808748,-0.6465527346808748
content_part_mean_answered_correctly,content_he_cl_count_answered_correctly,0.6443649650926171,-0.6443649650926171
content_part_mean_answered_correctly,content_user_he_cl_count_user_id,0.6443649650926171,-0.6443649650926171
rel_content_part_mean_answ,rel_user_content_he_mean_answ,0.6435419989792375,0.6435419989792375
rel_content_cl_mean_answ,mul_user_content_mean_answ,0.642909392171882,-0.642909392171882
rel_content_he_part_mean_answ,rel_user_content_he_mean_answ,0.6427810111847759,0.6427810111847759
rel_content_cl_mean_answ,mul_user_content_ema_answ,0.6418984258289462,-0.6418984258289462
user_ucount_kmean_cluster,user_he_ucount_part,0.6403970166079934,0.6403970166079934
rel_content_he_cl_mean_answ,rel_user_content_he_ema_answ,0.6397909572563636,0.6397909572563636
content_part_sum_answered_correctly,content_cl_mean_answered_correctly,0.6303625250260511,-0.6303625250260511
prior_question_had_explanation,lag_expl_and_clu_bool,0.629915987181586,0.629915987181586
rel_content_he_part_mean_answ,rel_user_content_he_ema_answ,0.6286773583586586,0.6286773583586586
prior_question_had_explanation,content_count_answered_correctly,0.624317782396643,-0.624317782396643
prior_question_had_explanation,content_user_count_user_id,0.624317782396643,-0.624317782396643
rel_content_part_mean_answ,mul_user_content_he_mean_answ,0.6242830147089932,-0.6242830147089932
content_he_mean_answered_correctly,rel_user_content_mean_answ,0.6227061000334542,-0.6227061000334542
rel_content_cl_mean_answ,rel_user_content_he_ema_answ,0.6225558910024035,0.6225558910024035
content_part_mean_answered_correctly,content_he_cl_sum_answered_correctly,0.6222867629516038,-0.6222867629516038
rel_content_cl_mean_answ,mul_user_content_he_mean_answ,0.6195662440623804,-0.6195662440623804
rel_content_part_mean_answ,mul_user_content_he_ema_answ,0.6162791760811608,-0.6162791760811608
lag_answ_and_part_bool,lag_expl_and_part_bool_not_corr,0.6157816916991371,-0.6157816916991371
part,content_part_mean_answered_correctly,0.6155684349498722,-0.6155684349498722
rel_content_part_mean_answ,rel_user_content_he_ema_answ,0.6152525589053489,0.6152525589053489
user_mean_answered_correctly,mul_user_content_he_mean_answ,0.6136699595074525,0.6136699595074525
content_mean_answered_correctly,rel_user_content_ema_answ,0.612277609646337,-0.612277609646337
rel_content_cl_mean_answ,mul_user_content_he_ema_answ,0.6116557314268994,-0.6116557314268994
kmean_cluster,content_he_cl_count_answered_correctly,0.607256888371501,-0.607256888371501
kmean_cluster,content_user_he_cl_count_user_id,0.607256888371501,-0.607256888371501
prior_question_had_explanation,content_he_cl_sum_answered_correctly,0.6058386239742923,0.6058386239742923
user_mean_answered_correctly,mul_user_content_he_ema_answ,0.6050335618009437,0.6050335618009437
prior_question_had_explanation,content_id,0.6046718222831886,-0.6046718222831886
kmean_cluster,content_he_cl_sum_answered_correctly,0.6038675543460492,-0.6038675543460492
lect_user_part,user_count_answered_correctly,0.6008500266829374,0.6008500266829374
lect_user_part,user_count_prior_question_elapsed_time,0.6008500266829374,0.6008500266829374
lect_user_part,user_he_count_answered_correctly,0.6001573554484333,0.6001573554484333
lect_user_part,user_he_count_prior_question_elapsed_time,0.6001573554484333,0.6001573554484333
content_mean_answered_correctly,rel_user_content_he_mean_answ,0.5980367279864388,-0.5980367279864388
content_he_mean_answered_correctly,rel_user_content_he_mean_answ,0.5972231947652072,-0.5972231947652072
lag_expl_and_clu_bool,content_he_part_sum_answered_correctly,0.5963079155710898,0.5963079155710898
lag_expl_and_clu_bool,content_he_part_count_answered_correctly,0.5946675022839301,0.5946675022839301
lag_expl_and_clu_bool,content_user_he_part_count_user_id,0.5946675022839301,0.5946675022839301
prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.5902329018716455,0.5902329018716455
lag_expl_and_part_bool,content_count_answered_correctly,0.5847085257792233,-0.5847085257792233
lag_expl_and_part_bool,content_user_count_user_id,0.5847085257792233,-0.5847085257792233
prior_question_had_explanation,content_he_cl_count_answered_correctly,0.5841747196364359,0.5841747196364359
prior_question_had_explanation,content_user_he_cl_count_user_id,0.5841747196364359,0.5841747196364359
content_cl_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.5838232111945738,0.5838232111945738
content_he_mean_answered_correctly,rel_user_content_ema_answ,0.5823119466345535,-0.5823119466345535
user_ucount_part,user_he_ucount_kmean_cluster,0.5795519840551663,0.5795519840551663
lag_expl_and_part_bool,content_he_cl_sum_answered_correctly,0.5790006559547225,0.5790006559547225
content_cl_mean_answered_correctly,content_he_part_mean_answered_correctly,0.578084795300724,0.578084795300724
prior_question_had_explanation,content_he_count_answered_correctly,0.5771582336287203,-0.5771582336287203
prior_question_had_explanation,content_user_he_count_user_id,0.5771582336287203,-0.5771582336287203
user_mean_answered_correctly,rel_user_content_ema_answ,0.5754338789478901,0.5754338789478901
content_he_cl_mean_answered_correctly,content_user_count_user_id,0.5741543739299751,-0.5741543739299751
content_count_answered_correctly,content_he_cl_mean_answered_correctly,0.5741543739299751,-0.5741543739299751
lect_user_part,user_sum_prior_question_elapsed_time,0.5740880951547523,0.5740880951547523
lect_user_part,user_he_sum_prior_question_elapsed_time,0.573787473312763,0.573787473312763
content_mean_answered_correctly,rel_user_content_he_ema_answ,0.5714821976819247,-0.5714821976819247
lect_user_part,user_sum_answered_correctly,0.5713999947935134,0.5713999947935134
lect_user_part,user_he_sum_answered_correctly,0.5711333544397473,0.5711333544397473
content_he_mean_answered_correctly,rel_user_content_he_ema_answ,0.5682223665176968,-0.5682223665176968
lag_answ_corr,lag_expl_and_clu_bool_not_corr,0.5663878686057665,-0.5663878686057665
content_part_mean_answered_correctly,content_he_part_count_answered_correctly,0.5661830437753768,-0.5661830437753768
