feature_1,feature_2,correlation,correlation_i
user_he_sum_answered_correctly,user_count_prior_question_elapsed_time,0.9771608425623911,0.9771608425623911
user_count_answered_correctly,user_he_sum_answered_correctly,0.9771608425623911,0.9771608425623911
user_sum_answered_correctly,user_he_count_answered_correctly,0.9759945125641108,0.9759945125641108
user_sum_answered_correctly,user_he_count_prior_question_elapsed_time,0.9759945125641108,0.9759945125641108
user_he_mean_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.9747004427970808,0.9747004427970808
user_mean_prior_question_elapsed_time,user_ema_prior_question_elapsed_time,0.9730282231142207,0.9730282231142207
rel_user_he_mean_answ,rel_user_he_ema_answ,0.965003877351242,0.965003877351242
user_ema_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.9646184880555001,0.9646184880555001
rel_user_content_ema_answ,rel_user_content_he_ema_answ,0.9616898708241371,0.9616898708241371
mul_user_content_ema_answ,mul_user_content_he_ema_answ,0.9604398821884099,0.9604398821884099
user_mean_prior_question_elapsed_time,user_he_mean_prior_question_elapsed_time,0.9603790100088144,0.9603790100088144
rel_user_content_mean_answ,rel_user_content_he_mean_answ,0.9584337631328611,0.9584337631328611
mul_user_content_ema_answ,mul_user_content_he_mean_answ,0.9583319224471367,0.9583319224471367
rel_user_content_he_mean_answ,rel_user_content_ema_answ,0.9581026755743699,0.9581026755743699
rel_user_content_mean_answ,rel_user_content_he_ema_answ,0.9575608098507278,0.9575608098507278
content_sum_answered_correctly,content_he_sum_answered_correctly,0.9554027397384046,0.9554027397384046
trend_user_mean_pqet,trend_user_he_mean_pqet,0.954829199983577,0.954829199983577
user_he_sum_prior_question_elapsed_time,user_he_count_prior_question_elapsed_time,0.9539926039485642,0.9539926039485642
user_he_count_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9539926039485642,0.9539926039485642
user_sum_prior_question_elapsed_time,user_count_prior_question_elapsed_time,0.9539754904540351,0.9539754904540351
user_count_answered_correctly,user_sum_prior_question_elapsed_time,0.9539754904540351,0.9539754904540351
mul_user_content_mean_answ,mul_user_content_he_mean_answ,0.9538212641107069,0.9538212641107069
rel_content_he_part_mean_answ,rel_content_cl_mean_answ,0.9521120524344602,0.9521120524344602
mul_user_content_mean_answ,mul_user_content_he_ema_answ,0.9521120248569989,0.9521120248569989
rel_content_part_mean_answ,rel_content_he_part_mean_answ,0.9519868686667077,0.9519868686667077
content_user_count_user_id,content_user_he_count_user_id,0.9488268787859344,0.9488268787859344
content_he_count_answered_correctly,content_user_count_user_id,0.9488268787859344,0.9488268787859344
content_count_answered_correctly,content_he_count_answered_correctly,0.9488268787859344,0.9488268787859344
content_count_answered_correctly,content_user_he_count_user_id,0.9488268787859344,0.9488268787859344
user_sum_answered_correctly,user_sum_prior_question_elapsed_time,0.9473621145898852,0.9473621145898852
user_he_sum_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9472196654660526,0.9472196654660526
rel_content_cl_mean_answ,rel_content_he_cl_mean_answ,0.9456125937519634,0.9456125937519634
user_count_prior_question_elapsed_time,user_he_sum_prior_question_elapsed_time,0.9443494901166896,0.9443494901166896
user_count_answered_correctly,user_he_sum_prior_question_elapsed_time,0.9443494901166896,0.9443494901166896
rel_user_he_mean_pqet,rel_user_he_ema_pqet,0.9439016534008331,0.9439016534008331
user_ema_prior_question_elapsed_time,user_he_mean_prior_question_elapsed_time,0.942080476111843,0.942080476111843
user_he_ucount_part,user_he_ucount_kmean_cluster,0.9415869111816692,0.9415869111816692
user_sum_prior_question_elapsed_time,user_he_count_prior_question_elapsed_time,0.940883294048523,0.940883294048523
user_he_count_answered_correctly,user_sum_prior_question_elapsed_time,0.940883294048523,0.940883294048523
content_he_part_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.940515451629534,0.940515451629534
rel_content_part_mean_answ,rel_content_he_cl_mean_answ,0.9396538959692684,0.9396538959692684
user_sum_answered_correctly,user_he_sum_prior_question_elapsed_time,0.937111746417714,0.937111746417714
user_he_sum_answered_correctly,user_sum_prior_question_elapsed_time,0.9348580282839674,0.9348580282839674
user_mean_prior_question_elapsed_time,user_he_ema_prior_question_elapsed_time,0.9348070274569054,0.9348070274569054
user_ucount_kmean_cluster,user_he_ucount_kmean_cluster,0.9291415301986472,0.9291415301986472
content_user_cl_count_user_id,content_user_he_cl_count_user_id,0.9284582380689221,0.9284582380689221
content_he_cl_count_answered_correctly,content_user_cl_count_user_id,0.9284582380689221,0.9284582380689221
content_cl_count_answered_correctly,content_he_cl_count_answered_correctly,0.9284582380689221,0.9284582380689221
content_cl_count_answered_correctly,content_user_he_cl_count_user_id,0.9284582380689221,0.9284582380689221
content_cl_sum_answered_correctly,content_he_cl_count_answered_correctly,0.928457506088055,0.928457506088055
content_cl_sum_answered_correctly,content_user_he_cl_count_user_id,0.928457506088055,0.928457506088055
content_cl_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.9217187165278552,0.9217187165278552
content_he_cl_sum_answered_correctly,content_user_cl_count_user_id,0.9209657461461466,0.9209657461461466
content_cl_count_answered_correctly,content_he_cl_sum_answered_correctly,0.9209657461461466,0.9209657461461466
user_ema_answered_correctly,user_he_ema_answered_correctly,0.917641315994573,0.917641315994573
content_part_mean_answered_correctly,content_cl_mean_answered_correctly,0.9128855842967926,0.9128855842967926
user_ema_answered_correctly,user_he_mean_answered_correctly,0.9110528113993982,0.9110528113993982
user_mean_answered_correctly,user_he_mean_answered_correctly,0.9011904571507241,0.9011904571507241
content_part_sum_answered_correctly,content_he_part_count_answered_correctly,0.8970567264130301,0.8970567264130301
content_part_sum_answered_correctly,content_user_he_part_count_user_id,0.8970567264130301,0.8970567264130301
lag_answ_corr,lag_answ_and_part_bool,0.8960905581333106,0.8960905581333106
content_user_part_count_user_id,content_user_he_part_count_user_id,0.8960865431565166,0.8960865431565166
content_part_count_answered_correctly,content_he_part_count_answered_correctly,0.8960865431565166,0.8960865431565166
content_part_count_answered_correctly,content_user_he_part_count_user_id,0.8960865431565166,0.8960865431565166
content_he_part_count_answered_correctly,content_user_part_count_user_id,0.8960865431565166,0.8960865431565166
user_mean_answered_correctly,user_he_ema_answered_correctly,0.895989341195704,0.895989341195704
content_sum_answered_correctly,content_count_answered_correctly,0.8919304693261416,0.8919304693261416
content_sum_answered_correctly,content_user_count_user_id,0.8919304693261416,0.8919304693261416
lect_user_part,lect_user_kmean_cluster,0.891774452840738,0.891774452840738
content_user_he_part_count_user_id,content_user_he_cl_count_user_id,0.8845606434088383,0.8845606434088383
content_he_part_count_answered_correctly,content_he_cl_count_answered_correctly,0.8845606434088383,0.8845606434088383
content_he_part_count_answered_correctly,content_user_he_cl_count_user_id,0.8845606434088383,0.8845606434088383
content_he_cl_count_answered_correctly,content_user_he_part_count_user_id,0.8845606434088383,0.8845606434088383
content_he_sum_answered_correctly,content_he_count_answered_correctly,0.8843956538656392,0.8843956538656392
content_he_sum_answered_correctly,content_user_he_count_user_id,0.8843956538656392,0.8843956538656392
content_he_part_count_answered_correctly,content_he_cl_sum_answered_correctly,0.8840025247842745,0.8840025247842745
content_he_cl_sum_answered_correctly,content_user_he_part_count_user_id,0.8840025247842745,0.8840025247842745
content_part_sum_answered_correctly,content_he_part_sum_answered_correctly,0.8825095365300715,0.8825095365300715
content_part_count_answered_correctly,content_he_part_sum_answered_correctly,0.8777769497013417,0.8777769497013417
content_he_part_sum_answered_correctly,content_user_part_count_user_id,0.8777769497013417,0.8777769497013417
content_user_part_count_user_id,content_user_cl_count_user_id,0.8737687118712939,0.8737687118712939
content_part_count_answered_correctly,content_cl_count_answered_correctly,0.8737687118712939,0.8737687118712939
content_part_count_answered_correctly,content_user_cl_count_user_id,0.8737687118712939,0.8737687118712939
content_cl_count_answered_correctly,content_user_part_count_user_id,0.8737687118712939,0.8737687118712939
content_sum_answered_correctly,content_he_count_answered_correctly,0.8721735412870547,0.8721735412870547
content_sum_answered_correctly,content_user_he_count_user_id,0.8721735412870547,0.8721735412870547
user_ucount_part,user_ucount_kmean_cluster,0.8719808917620282,0.8719808917620282
content_he_part_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.870982454288577,0.870982454288577
abs_chng_timestamp,rel_ema_chng_timestamp,0.8706957445738106,0.8706957445738106
content_he_part_sum_answered_correctly,content_he_cl_count_answered_correctly,0.8698596614357097,0.8698596614357097
content_he_part_sum_answered_correctly,content_user_he_cl_count_user_id,0.8698596614357097,0.8698596614357097
content_part_count_answered_correctly,content_cl_sum_answered_correctly,0.8697475146915142,0.8697475146915142
content_cl_sum_answered_correctly,content_user_part_count_user_id,0.8697475146915142,0.8697475146915142
content_mean_answered_correctly,rel_content_part_mean_answ,0.8672334697061778,-0.8672334697061778
lag_clu_bool,lag_expl_and_clu_bool,0.8656102557006214,0.8656102557006214
content_mean_answered_correctly,rel_content_cl_mean_answ,0.8648459752108231,-0.8648459752108231
rel_lect_part,rel_lect_clu,0.8617565369994777,0.8617565369994777
content_part_sum_answered_correctly,content_cl_count_answered_correctly,0.8592307868244843,0.8592307868244843
content_part_sum_answered_correctly,content_user_cl_count_user_id,0.8592307868244843,0.8592307868244843
content_he_mean_answered_correctly,rel_content_part_mean_answ,0.8591136140680996,-0.8591136140680996
lag_answ_corr,lag_expl_and_part_bool_not_corr,0.8578437955395777,-0.8578437955395777
content_he_mean_answered_correctly,rel_content_cl_mean_answ,0.8567509518218752,-0.8567509518218752
content_part_sum_answered_correctly,content_cl_sum_answered_correctly,0.8564478453500686,0.8564478453500686
user_ucount_kmean_cluster,user_he_ucount_part,0.8547490661926704,0.8547490661926704
lag_expl_and_part_bool_not_corr,lag_expl_and_clu_bool_not_corr,0.8453760762863753,0.8453760762863753
rel_content_he_part_mean_answ,rel_user_content_mean_answ,0.8399299537683296,0.8399299537683296
content_mean_answered_correctly,rel_content_he_part_mean_answ,0.838636375122977,-0.838636375122977
rel_content_he_part_mean_answ,rel_user_content_ema_answ,0.8365748449752073,0.8365748449752073
rel_content_he_cl_mean_answ,rel_user_content_mean_answ,0.8359737566467508,0.8359737566467508
rel_content_he_cl_mean_answ,rel_user_content_ema_answ,0.8329124685520591,0.8329124685520591
content_mean_answered_correctly,rel_content_he_cl_mean_answ,0.8298751070568282,-0.8298751070568282
rel_content_cl_mean_answ,rel_user_content_mean_answ,0.8248159667696916,0.8248159667696916
rel_content_part_mean_answ,rel_user_content_mean_answ,0.8242890544967737,0.8242890544967737
content_he_mean_answered_correctly,mul_user_content_he_mean_answ,0.8218404069970082,0.8218404069970082
content_he_mean_answered_correctly,mul_user_content_he_ema_answ,0.8200200204554684,0.8200200204554684
content_he_mean_answered_correctly,mul_user_content_ema_answ,0.8199652447041545,0.8199652447041545
content_he_mean_answered_correctly,mul_user_content_mean_answ,0.8192784626878435,0.8192784626878435
content_mean_answered_correctly,mul_user_content_ema_answ,0.818435100708464,0.818435100708464
content_he_sum_answered_correctly,content_user_count_user_id,0.8183407284167695,0.8183407284167695
content_count_answered_correctly,content_he_sum_answered_correctly,0.8183407284167695,0.8183407284167695
content_mean_answered_correctly,mul_user_content_mean_answ,0.8181459650728233,0.8181459650728233
content_user_part_count_user_id,content_user_he_cl_count_user_id,0.8175692525857903,0.8175692525857903
content_part_count_answered_correctly,content_he_cl_count_answered_correctly,0.8175692525857903,0.8175692525857903
content_part_count_answered_correctly,content_user_he_cl_count_user_id,0.8175692525857903,0.8175692525857903
content_he_cl_count_answered_correctly,content_user_part_count_user_id,0.8175692525857903,0.8175692525857903
rel_content_cl_mean_answ,rel_user_content_ema_answ,0.8164274016930364,0.8164274016930364
rel_content_part_mean_answ,rel_user_content_ema_answ,0.8157750073394459,0.8157750073394459
content_he_mean_answered_correctly,rel_content_he_part_mean_answ,0.8145356011451886,-0.8145356011451886
content_part_count_answered_correctly,content_he_cl_sum_answered_correctly,0.8079964282925827,0.8079964282925827
content_he_cl_sum_answered_correctly,content_user_part_count_user_id,0.8079964282925827,0.8079964282925827
content_mean_answered_correctly,mul_user_content_he_mean_answ,0.8075609604030504,0.8075609604030504
content_part_sum_answered_correctly,content_he_cl_count_answered_correctly,0.8055839786083067,0.8055839786083067
content_part_sum_answered_correctly,content_user_he_cl_count_user_id,0.8055839786083067,0.8055839786083067
content_mean_answered_correctly,mul_user_content_he_ema_answ,0.8055009381797255,0.8055009381797255
content_he_mean_answered_correctly,rel_content_he_cl_mean_answ,0.8049128483483492,-0.8049128483483492
rel_content_cl_mean_answ,rel_user_content_he_mean_answ,0.7980525054027985,0.7980525054027985
rel_content_part_mean_answ,rel_user_content_he_mean_answ,0.7975793559800538,0.7975793559800538
content_part_sum_answered_correctly,content_he_cl_sum_answered_correctly,0.797147297391529,0.797147297391529
rel_content_he_part_mean_answ,rel_user_content_he_mean_answ,0.7894626700992458,0.7894626700992458
rel_content_cl_mean_answ,rel_user_content_he_ema_answ,0.7888865208502351,0.7888865208502351
rel_content_part_mean_answ,rel_user_content_he_ema_answ,0.7882804150474197,0.7882804150474197
rel_content_he_part_mean_answ,rel_user_content_he_ema_answ,0.7873689520385773,0.7873689520385773
rel_content_he_cl_mean_answ,rel_user_content_he_mean_answ,0.7839038631519523,0.7839038631519523
prior_question_had_explanation,lag_expl_and_part_bool,0.7833751488587135,0.7833751488587135
rel_content_he_cl_mean_answ,rel_user_content_he_ema_answ,0.7821630010682107,0.7821630010682107
content_user_cl_count_user_id,content_user_he_part_count_user_id,0.7818013124096762,0.7818013124096762
content_he_part_count_answered_correctly,content_user_cl_count_user_id,0.7818013124096762,0.7818013124096762
content_cl_count_answered_correctly,content_he_part_count_answered_correctly,0.7818013124096762,0.7818013124096762
content_cl_count_answered_correctly,content_user_he_part_count_user_id,0.7818013124096762,0.7818013124096762
content_cl_sum_answered_correctly,content_he_part_count_answered_correctly,0.779183696194304,0.779183696194304
content_cl_sum_answered_correctly,content_user_he_part_count_user_id,0.779183696194304,0.779183696194304
lag_answ_and_part_bool,lag_expl_and_part_bool_not_corr,0.7687057255483803,-0.7687057255483803
content_part_mean_answered_correctly,content_part_count_answered_correctly,0.7571995929724099,-0.7571995929724099
content_part_mean_answered_correctly,content_user_part_count_user_id,0.7571995929724099,-0.7571995929724099
content_he_part_sum_answered_correctly,content_user_cl_count_user_id,0.7557185299771552,0.7557185299771552
content_cl_count_answered_correctly,content_he_part_sum_answered_correctly,0.7557185299771552,0.7557185299771552
content_mean_answered_correctly,rel_user_content_mean_answ,0.7555533270704428,-0.7555533270704428
content_part_mean_answered_correctly,content_cl_count_answered_correctly,0.7544206833411725,-0.7544206833411725
content_part_mean_answered_correctly,content_user_cl_count_user_id,0.7544206833411725,-0.7544206833411725
part,content_part_mean_answered_correctly,0.7542896752527539,-0.7542896752527539
content_cl_sum_answered_correctly,content_he_part_sum_answered_correctly,0.7541497938724354,0.7541497938724354
trend_user_mean_answ,trend_user_he_mean_answ,0.7527241406076632,0.7527241406076632
content_mean_answered_correctly,rel_user_content_ema_answ,0.7471504512109967,-0.7471504512109967
lect_user,user_count_answered_correctly,0.7436566450800501,0.7436566450800501
lect_user,user_count_prior_question_elapsed_time,0.7436566450800501,0.7436566450800501
user_ucount_part,user_he_ucount_part,0.7435292756715748,0.7435292756715748
content_part_mean_answered_correctly,content_cl_sum_answered_correctly,0.7402698140984181,-0.7402698140984181
content_he_mean_answered_correctly,rel_user_content_mean_answ,0.7390192217373388,-0.7390192217373388
content_id,content_count_answered_correctly,0.7375583820890597,0.7375583820890597
content_id,content_user_count_user_id,0.7375583820890597,0.7375583820890597
lag_answ_and_part_bool,lag_answ_and_clu_bool,0.7360351045900689,0.7360351045900689
lect_user,user_he_count_answered_correctly,0.7354135296083473,0.7354135296083473
lect_user,user_he_count_prior_question_elapsed_time,0.7354135296083473,0.7354135296083473
content_he_mean_answered_correctly,rel_user_content_he_mean_answ,0.7317091435038438,-0.7317091435038438
content_he_mean_answered_correctly,rel_user_content_ema_answ,0.7298907431992565,-0.7298907431992565
content_mean_answered_correctly,rel_user_content_he_mean_answ,0.7283390579670878,-0.7283390579670878
lect_user,user_sum_prior_question_elapsed_time,0.727333567933459,0.727333567933459
lag_answ_corr,lag_expl_and_clu_bool_not_corr,0.725268022876053,-0.725268022876053
user_ucount_part,user_he_ucount_kmean_cluster,0.7233875640268351,0.7233875640268351
content_id,content_sum_answered_correctly,0.7226378392665279,0.7226378392665279
content_he_mean_answered_correctly,rel_user_content_he_ema_answ,0.7215203876899218,-0.7215203876899218
lect_user,user_he_sum_prior_question_elapsed_time,0.7198160943833424,0.7198160943833424
content_mean_answered_correctly,rel_user_content_he_ema_answ,0.7193559702569815,-0.7193559702569815
content_part_mean_answered_correctly,content_part_sum_answered_correctly,0.7184222724294356,-0.7184222724294356
content_id,content_he_count_answered_correctly,0.7156594731265354,0.7156594731265354
content_id,content_user_he_count_user_id,0.7156594731265354,0.7156594731265354
lect_user,user_sum_answered_correctly,0.7089606804654,0.7089606804654
rel_content_part_mean_answ,mul_user_content_mean_answ,0.7031138373528847,-0.7031138373528847
rel_content_part_mean_answ,mul_user_content_ema_answ,0.7021178548394489,-0.7021178548394489
lect_user,user_he_sum_answered_correctly,0.7008629518584261,0.7008629518584261
content_part_count_answered_correctly,content_cl_mean_answered_correctly,0.7004378142363663,-0.7004378142363663
content_cl_mean_answered_correctly,content_user_part_count_user_id,0.7004378142363663,-0.7004378142363663
rel_content_cl_mean_answ,mul_user_content_mean_answ,0.6997955965881814,-0.6997955965881814
rel_content_cl_mean_answ,mul_user_content_ema_answ,0.6987814641381896,-0.6987814641381896
prior_question_had_explanation,content_he_part_mean_answered_correctly,0.6975323982575171,0.6975323982575171
lect_user_part,lect_user,0.6917579618197447,0.6917579618197447
content_part_mean_answered_correctly,content_he_cl_count_answered_correctly,0.691123835583559,-0.691123835583559
content_part_mean_answered_correctly,content_user_he_cl_count_user_id,0.691123835583559,-0.691123835583559
rel_content_part_mean_answ,mul_user_content_he_mean_answ,0.6910218646050313,-0.6910218646050313
kmean_cluster,content_cl_sum_answered_correctly,0.6907583609684164,-0.6907583609684164
content_id,content_he_sum_answered_correctly,0.6899203762165919,0.6899203762165919
content_cl_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.6885055604343463,0.6885055604343463
rel_content_part_mean_answ,mul_user_content_he_ema_answ,0.6882199977212354,-0.6882199977212354
rel_content_cl_mean_answ,mul_user_content_he_mean_answ,0.6879297738489508,-0.6879297738489508
rel_content_cl_mean_answ,mul_user_content_he_ema_answ,0.68507392560404,-0.68507392560404
lag_part_bool,lag_expl_and_part_bool,0.6847936883768816,0.6847936883768816
part,content_cl_mean_answered_correctly,0.683077048657682,-0.683077048657682
kmean_cluster,content_cl_count_answered_correctly,0.6775542287689342,-0.6775542287689342
kmean_cluster,content_user_cl_count_user_id,0.6775542287689342,-0.6775542287689342
content_cl_mean_answered_correctly,content_cl_count_answered_correctly,0.6765331984308594,-0.6765331984308594
content_cl_mean_answered_correctly,content_user_cl_count_user_id,0.6765331984308594,-0.6765331984308594
rel_chng_timestamp,trend_user_mean_pqet,0.6764057861674282,0.6764057861674282
content_part_mean_answered_correctly,content_he_cl_sum_answered_correctly,0.6747451129011803,-0.6747451129011803
content_part_mean_answered_correctly,content_he_part_mean_answered_correctly,0.6677571539198355,0.6677571539198355
user_he_ema_answered_correctly,mul_user_content_he_ema_answ,0.6670107833725477,0.6670107833725477
content_part_sum_answered_correctly,content_cl_mean_answered_correctly,0.6667135065031737,-0.6667135065031737
content_cl_mean_answered_correctly,content_cl_sum_answered_correctly,0.6599499147129907,-0.6599499147129907
lag_answ_corr,lag_answ_and_clu_bool,0.6597029805379081,0.6597029805379081
user_he_ema_answered_correctly,mul_user_content_he_mean_answ,0.6589662067386552,0.6589662067386552
prior_question_had_explanation,content_he_cl_mean_answered_correctly,0.6579744683365433,0.6579744683365433
rel_chng_timestamp,trend_user_he_mean_pqet,0.6578654255349797,0.6578654255349797
content_part_mean_answered_correctly,content_he_part_count_answered_correctly,0.6558544468816061,-0.6558544468816061
content_part_mean_answered_correctly,content_user_he_part_count_user_id,0.6558544468816061,-0.6558544468816061
user_he_mean_answered_correctly,mul_user_content_he_mean_answ,0.6556486142627836,0.6556486142627836
rel_content_he_part_mean_answ,mul_user_content_mean_answ,0.6541857034674116,-0.6541857034674116
user_he_mean_answered_correctly,mul_user_content_he_ema_answ,0.6537655948168956,0.6537655948168956
rel_content_he_part_mean_answ,mul_user_content_ema_answ,0.6514764193718621,-0.6514764193718621
lag_answ_and_part_bool,lag_expl_and_clu_bool_not_corr,0.6499058274132585,-0.6499058274132585
rel_content_he_cl_mean_answ,mul_user_content_mean_answ,0.644216251692532,-0.644216251692532
rel_content_he_cl_mean_answ,mul_user_content_ema_answ,0.6415066330946341,-0.6415066330946341
content_cl_mean_answered_correctly,content_he_part_mean_answered_correctly,0.6396347964864071,0.6396347964864071
user_ema_answered_correctly,mul_user_content_ema_answ,0.6386638628053144,0.6386638628053144
kmean_cluster,content_he_cl_sum_answered_correctly,0.6337759635159353,-0.6337759635159353
user_ema_answered_correctly,mul_user_content_mean_answ,0.6335610976279231,0.6335610976279231
rel_content_he_part_mean_answ,mul_user_content_he_mean_answ,0.6300660825735521,-0.6300660825735521
kmean_cluster,content_he_cl_count_answered_correctly,0.6278456724555332,-0.6278456724555332
kmean_cluster,content_user_he_cl_count_user_id,0.6278456724555332,-0.6278456724555332
content_part_mean_answered_correctly,content_he_cl_mean_answered_correctly,0.6273677393443671,0.6273677393443671
user_mean_answered_correctly,mul_user_content_mean_answ,0.6270646375287732,0.6270646375287732
rel_content_he_part_mean_answ,mul_user_content_he_ema_answ,0.6256672972366275,-0.6256672972366275
user_mean_answered_correctly,mul_user_content_ema_answ,0.623038816424524,0.623038816424524
rel_content_he_cl_mean_answ,mul_user_content_he_mean_answ,0.6202713011981391,-0.6202713011981391
content_cl_mean_answered_correctly,content_he_cl_count_answered_correctly,0.6169080140900026,-0.6169080140900026
content_cl_mean_answered_correctly,content_user_he_cl_count_user_id,0.6169080140900026,-0.6169080140900026
rel_content_he_cl_mean_answ,mul_user_content_he_ema_answ,0.6157367440800317,-0.6157367440800317
content_part_mean_answered_correctly,content_he_part_sum_answered_correctly,0.6131927371852007,-0.6131927371852007
user_he_ema_answered_correctly,mul_user_content_ema_answ,0.6074364194801771,0.6074364194801771
content_cl_mean_answered_correctly,content_he_part_count_answered_correctly,0.6050851342280381,-0.6050851342280381
content_cl_mean_answered_correctly,content_user_he_part_count_user_id,0.6050851342280381,-0.6050851342280381
content_cl_mean_answered_correctly,content_he_cl_sum_answered_correctly,0.5996023709789934,-0.5996023709789934
user_he_mean_answered_correctly,mul_user_content_ema_answ,0.5955452157332408,0.5955452157332408
lag_clu_bool,lag_answ_and_clu_bool,0.5949549730898915,0.5949549730898915
user_he_ema_answered_correctly,mul_user_content_mean_answ,0.594532558071613,0.594532558071613
user_ema_answered_correctly,mul_user_content_he_ema_answ,0.5942087919587827,0.5942087919587827
lect_user_kmean_cluster,lect_user,0.5914846244793973,0.5914846244793973
user_he_mean_answered_correctly,mul_user_content_mean_answ,0.5889476560721195,0.5889476560721195
user_ema_answered_correctly,mul_user_content_he_mean_answ,0.5875360720096208,0.5875360720096208
user_mean_answered_correctly,mul_user_content_he_ema_answ,0.5698857005308756,0.5698857005308756
user_mean_answered_correctly,mul_user_content_he_mean_answ,0.5694996582113524,0.5694996582113524
lag_expl_and_part_bool,lag_expl_and_clu_bool,0.567033005170771,0.567033005170771
content_cl_mean_answered_correctly,content_he_part_sum_answered_correctly,0.5665303080122894,-0.5665303080122894
lag_answ_and_clu_bool,lag_expl_and_part_bool_not_corr,0.5659221087153639,-0.5659221087153639
lag_answ_and_clu_bool,lag_expl_and_clu_bool,0.5599100239328177,0.5599100239328177
rel_lect_clu,content_he_cl_sum_answered_correctly,0.5592083100729238,0.5592083100729238
rel_lect_clu,content_he_cl_count_answered_correctly,0.555973504019335,0.555973504019335
rel_lect_clu,content_user_he_cl_count_user_id,0.555973504019335,0.555973504019335
prior_question_had_explanation,content_count_answered_correctly,0.5527088708073814,-0.5527088708073814
prior_question_had_explanation,content_user_count_user_id,0.5527088708073814,-0.5527088708073814
lag_expl_and_part_bool,content_he_part_mean_answered_correctly,0.5240368848166164,0.5240368848166164
user_count_prior_question_elapsed_time,user_he_ucount_kmean_cluster,0.521636739356193,0.521636739356193
user_count_answered_correctly,user_he_ucount_kmean_cluster,0.521636739356193,0.521636739356193
user_sum_prior_question_elapsed_time,user_he_ucount_kmean_cluster,0.5193934272843346,0.5193934272843346
rel_lect_clu,content_cl_sum_answered_correctly,0.5118773978093718,0.5118773978093718
user_he_count_prior_question_elapsed_time,user_he_ucount_kmean_cluster,0.5109163647972111,0.5109163647972111
